timestamp,event,direction,class,bees_in_total,bees_out_total,pollen_in_total,total_bees
2026-05-02 08:12:28,crossing,in,bee,1,0,0,1
2026-05-02 08:12:37,crossing,out,bee,1,1,0,2
2026-05-02 08:12:56,crossing,in,bee,2,1,0,3
2026-05-02 08:13:10,crossing,out,bee,2,2,0,4
2026-05-02 08:13:22,crossing,in,bee,3,2,0,5
2026-05-02 08:13:44,crossing,out,bee,3,3,0,6
2026-05-02 08:13:47,crossing,in,bee,4,3,0,7
2026-05-02 08:13:53,crossing,out,bee,4,4,0,8
2026-05-02 08:13:54,crossing,in,bee,5,4,0,9
2026-05-02 08:14:05,crossing,in,bee,6,4,0,10
2026-05-02 08:14:20,crossing,in,bee,7,4,0,11
2026-05-02 08:14:27,crossing,out,bee,7,5,0,12
2026-05-02 08:14:31,crossing,out,bee,7,6,0,13
2026-05-02 08:14:48,crossing,out,bee,7,7,0,14
2026-05-02 08:14:48,crossing,out,bee,7,8,0,15
2026-05-02 08:15:05,crossing,in,bee,8,8,0,16
2026-05-02 08:15:07,crossing,in,bee,9,8,0,17
2026-05-02 08:15:11,crossing,in,bee,10,8,0,18
2026-05-02 08:15:14,crossing,out,bee,10,9,0,19
2026-05-02 08:15:26,crossing,out,bee,10,10,0,20
2026-05-02 08:15:40,crossing,out,bee,10,11,0,21
2026-05-02 08:15:49,crossing,out,bee,10,12,0,22
2026-05-02 08:16:15,crossing,out,bee,10,13,0,23
2026-05-02 08:16:18,crossing,in,bee,11,13,0,24
2026-05-02 08:16:35,crossing,out,bee,11,14,0,25
2026-05-02 08:16:47,crossing,in,bee,12,14,0,26
2026-05-02 08:17:11,crossing,out,bee,12,15,0,27
2026-05-02 08:17:16,crossing,in,bee,13,15,0,28
2026-05-02 08:17:18,crossing,out,bee,13,16,0,29
2026-05-02 08:17:23,crossing,out,bee,13,17,0,30
2026-05-02 08:17:29,crossing,out,bee,13,18,0,31
2026-05-02 08:17:34,crossing,in,bee,14,18,0,32
2026-05-02 08:17:36,crossing,out,bee,14,19,0,33
2026-05-02 08:17:40,crossing,out,bee,14,20,0,34
2026-05-02 08:17:46,crossing,out,bee,14,21,0,35
2026-05-02 08:17:47,crossing,out,bee,14,22,0,36
2026-05-02 08:18:10,crossing,out,bee,14,23,0,37
2026-05-02 08:18:16,crossing,out,bee,14,24,0,38
2026-05-02 08:18:30,crossing,out,bee,14,25,0,39
2026-05-02 08:18:39,crossing,out,bee,14,26,0,40
2026-05-02 08:18:42,crossing,out,bee,14,27,0,41
2026-05-02 08:18:47,crossing,out,bee,14,28,0,42
2026-05-02 08:18:53,crossing,out,bee,14,29,0,43
2026-05-02 08:18:59,crossing,out,bee,14,30,0,44
2026-05-02 08:19:09,crossing,out,bee,14,31,0,45
2026-05-02 08:19:17,crossing,out,bee,14,32,0,46
2026-05-02 08:19:19,crossing,out,bee,14,33,0,47
2026-05-02 08:19:22,crossing,out,bee,14,34,0,48
2026-05-02 08:19:22,crossing,out,bee,14,35,0,49
2026-05-02 08:19:23,crossing,out,bee,14,36,0,50
2026-05-02 08:19:26,crossing,in,bee,15,36,0,51
2026-05-02 08:19:32,crossing,in,bee,16,36,0,52
2026-05-02 08:19:35,crossing,in,bee,17,36,0,53
2026-05-02 08:19:46,crossing,out,bee,17,37,0,54
2026-05-02 08:19:52,crossing,out,bee,17,38,0,55
2026-05-02 08:20:00,crossing,out,bee,17,39,0,56
2026-05-02 08:20:03,crossing,out,bee,17,40,0,57
2026-05-02 08:20:16,crossing,out,bee,17,41,0,58
2026-05-02 08:20:26,crossing,out,bee,17,42,0,59
2026-05-02 08:20:31,crossing,out,bee,17,43,0,60
2026-05-02 08:20:34,crossing,in,bee,18,43,0,61
2026-05-02 08:20:40,crossing,in,bee,19,43,0,62
2026-05-02 08:21:10,crossing,in,bee,20,43,0,63
2026-05-02 08:21:14,crossing,out,bee,20,44,0,64
2026-05-02 08:21:14,crossing,out,bee,20,45,0,65
2026-05-02 08:21:34,crossing,out,bee,20,46,0,66
2026-05-02 08:21:39,crossing,out,bee,20,47,0,67
2026-05-02 08:21:42,crossing,out,bee,20,48,0,68
2026-05-02 08:21:45,crossing,out,bee,20,49,0,69
2026-05-02 08:21:50,crossing,out,bee,20,50,0,70
2026-05-02 08:21:51,crossing,out,bee,20,51,0,71
2026-05-02 08:21:55,crossing,out,bee,20,52,0,72
2026-05-02 08:21:57,crossing,out,bee,20,53,0,73
2026-05-02 08:22:17,crossing,in,bee,21,53,0,74
2026-05-02 08:22:26,crossing,in,bee,22,53,0,75
2026-05-02 08:22:29,crossing,out,bee,22,54,0,76
2026-05-02 08:22:30,crossing,in,bee,23,54,0,77
2026-05-02 08:22:33,crossing,out,bee,23,55,0,78
2026-05-02 08:22:39,crossing,out,bee,23,56,0,79
2026-05-02 08:22:46,crossing,out,bee,23,57,0,80
2026-05-02 08:23:14,crossing,out,bee,23,58,0,81
2026-05-02 08:23:16,crossing,out,bee,23,59,0,82
2026-05-02 08:23:17,crossing,out,bee,23,60,0,83
2026-05-02 08:23:18,crossing,out,bee,23,61,0,84
2026-05-02 08:23:29,crossing,in,bee,24,61,0,85
2026-05-02 08:23:31,crossing,out,bee,24,62,0,86
2026-05-02 08:23:32,crossing,out,bee,24,63,0,87
2026-05-02 08:23:38,crossing,out,bee,24,64,0,88
2026-05-02 08:23:48,crossing,out,bee,24,65,0,89
2026-05-02 08:23:51,crossing,in,bee,25,65,0,90
2026-05-02 08:24:05,crossing,out,bee,25,66,0,91
2026-05-02 08:24:10,crossing,out,bee,25,67,0,92
2026-05-02 08:24:10,crossing,in,bee,26,67,0,93
2026-05-02 08:24:11,crossing,out,bee,26,68,0,94
2026-05-02 08:24:13,crossing,out,bee,26,69,0,95
2026-05-02 08:24:17,crossing,in,bee,27,69,0,96
2026-05-02 08:24:19,crossing,out,bee,27,70,0,97
2026-05-02 08:24:25,crossing,out,bee,27,71,0,98
2026-05-02 08:24:29,crossing,out,bee,27,72,0,99
2026-05-02 08:24:37,crossing,out,bee,27,73,0,100
2026-05-02 08:24:38,crossing,out,bee,27,74,0,101
2026-05-02 08:24:39,crossing,in,bee,28,74,0,102
2026-05-02 08:24:46,crossing,out,bee,28,75,0,103
2026-05-02 08:24:46,crossing,out,bee,28,76,0,104
2026-05-02 08:24:57,crossing,out,bee,28,77,0,105
2026-05-02 08:25:00,crossing,out,bee,28,78,0,106
2026-05-02 08:25:03,crossing,out,bee,28,79,0,107
2026-05-02 08:25:06,crossing,out,bee,28,80,0,108
2026-05-02 08:25:12,crossing,out,bee,28,81,0,109
2026-05-02 08:25:20,crossing,out,bee,28,82,0,110
2026-05-02 08:25:28,crossing,in,bee,29,82,0,111
2026-05-02 08:25:30,crossing,out,bee,29,83,0,112
2026-05-02 08:25:32,crossing,out,bee,29,84,0,113
2026-05-02 08:25:40,crossing,out,bee,29,85,0,114
2026-05-02 08:25:49,crossing,out,bee,29,86,0,115
2026-05-02 08:26:01,crossing,out,bee,29,87,0,116
2026-05-02 08:26:03,crossing,out,bee,29,88,0,117
2026-05-02 08:26:07,crossing,out,bee,29,89,0,118
2026-05-02 08:26:08,crossing,out,bee,29,90,0,119
2026-05-02 08:26:11,crossing,in,bee,30,90,0,120
2026-05-02 08:26:19,crossing,out,bee,30,91,0,121
2026-05-02 08:26:31,crossing,out,bee,30,92,0,122
2026-05-02 08:26:34,crossing,out,bee,30,93,0,123
2026-05-02 08:26:37,crossing,out,bee,30,94,0,124
2026-05-02 08:26:40,crossing,out,bee,30,95,0,125
2026-05-02 08:26:46,crossing,out,bee,30,96,0,126
2026-05-02 08:26:47,crossing,out,bee,30,97,0,127
2026-05-02 08:26:55,crossing,out,bee,30,98,0,128
2026-05-02 08:27:11,crossing,out,bee,30,99,0,129
2026-05-02 08:27:14,crossing,out,bee,30,100,0,130
2026-05-02 08:27:17,crossing,out,bee,30,101,0,131
2026-05-02 08:27:22,crossing,out,bee,30,102,0,132
2026-05-02 08:27:36,crossing,out,bee,30,103,0,133
2026-05-02 08:27:42,crossing,out,bee,30,104,0,134
2026-05-02 08:27:48,crossing,out,bee,30,105,0,135
2026-05-02 08:27:48,crossing,in,bee,31,105,0,136
2026-05-02 08:27:54,crossing,out,bee,31,106,0,137
2026-05-02 08:27:57,crossing,out,bee,31,107,0,138
2026-05-02 08:28:00,crossing,out,bee,31,108,0,139
2026-05-02 08:28:03,crossing,out,bee,31,109,0,140
2026-05-02 08:28:11,crossing,out,bee,31,110,0,141
2026-05-02 08:28:11,crossing,out,bee,31,111,0,142
2026-05-02 08:28:12,crossing,out,bee,31,112,0,143
2026-05-02 08:28:13,crossing,out,bee,31,113,0,144
2026-05-02 08:28:36,crossing,out,bee,31,114,0,145
2026-05-02 08:28:40,crossing,out,bee,31,115,0,146
2026-05-02 08:28:44,crossing,out,bee,31,116,0,147
2026-05-02 08:28:51,crossing,out,bee,31,117,0,148
2026-05-02 08:28:56,crossing,out,bee,31,118,0,149
2026-05-02 08:29:17,crossing,out,bee,31,119,0,150
2026-05-02 08:29:18,crossing,in,bee,32,119,0,151
2026-05-02 08:29:19,crossing,out,bee,32,120,0,152
2026-05-02 08:29:19,crossing,in,bee,33,120,0,153
2026-05-02 08:29:30,crossing,out,bee,33,121,0,154
2026-05-02 08:29:30,crossing,out,bee,33,122,0,155
2026-05-02 08:29:32,crossing,out,bee,33,123,0,156
2026-05-02 08:29:37,crossing,out,bee,33,124,0,157
2026-05-02 08:29:43,crossing,in,bee,34,124,0,158
2026-05-02 08:29:45,crossing,out,bee,34,125,0,159
2026-05-02 08:29:46,crossing,out,bee,34,126,0,160
2026-05-02 08:29:51,crossing,in,bee,35,126,0,161
2026-05-02 08:29:55,crossing,in,bee,36,126,0,162
2026-05-02 08:30:05,crossing,in,bee,37,126,0,163
2026-05-02 08:30:07,crossing,out,bee,37,127,0,164
2026-05-02 08:30:31,crossing,out,bee,37,128,0,165
2026-05-02 08:30:32,crossing,out,bee,37,129,0,166
2026-05-02 08:30:39,crossing,out,bee,37,130,0,167
2026-05-02 08:30:40,crossing,out,bee,37,131,0,168
2026-05-02 08:30:44,crossing,out,bee,37,132,0,169
2026-05-02 08:31:16,crossing,out,bee,37,133,0,170
2026-05-02 08:31:28,crossing,out,bee,37,134,0,171
2026-05-02 08:31:31,crossing,out,bee,37,135,0,172
2026-05-02 08:31:33,crossing,in,bee,38,135,0,173
2026-05-02 08:31:34,crossing,out,bee,38,136,0,174
2026-05-02 08:31:40,crossing,out,bee,38,137,0,175
2026-05-02 08:31:44,crossing,out,bee,38,138,0,176
2026-05-02 08:31:47,crossing,in,bee,39,138,0,177
2026-05-02 08:31:49,crossing,out,bee,39,139,0,178
2026-05-02 08:31:59,crossing,out,bee,39,140,0,179
2026-05-02 08:32:11,crossing,out,bee,39,141,0,180
2026-05-02 08:32:12,crossing,in,bee,40,141,0,181
2026-05-02 08:32:27,crossing,out,bee,40,142,0,182
2026-05-02 08:32:27,crossing,out,bee,40,143,0,183
2026-05-02 08:32:27,crossing,out,bee,40,144,0,184
2026-05-02 08:32:28,crossing,out,bee,40,145,0,185
2026-05-02 08:32:38,crossing,out,bee,40,146,0,186
2026-05-02 08:32:43,crossing,out,bee,40,147,0,187
2026-05-02 08:32:53,crossing,out,bee,40,148,0,188
2026-05-02 08:33:00,crossing,in,bee,41,148,0,189
2026-05-02 08:33:01,crossing,out,bee,41,149,0,190
2026-05-02 08:33:03,crossing,out,bee,41,150,0,191
2026-05-02 08:33:03,crossing,out,bee,41,151,0,192
2026-05-02 08:33:04,crossing,in,bee,42,151,0,193
2026-05-02 08:33:04,crossing,out,bee,42,152,0,194
2026-05-02 08:33:13,crossing,in,bee,43,152,0,195
2026-05-02 08:33:16,crossing,out,bee,43,153,0,196
2026-05-02 08:33:17,crossing,out,bee,43,154,0,197
2026-05-02 08:33:21,crossing,out,bee,43,155,0,198
2026-05-02 08:33:24,crossing,out,bee,43,156,0,199
2026-05-02 08:33:35,crossing,out,bee,43,157,0,200
2026-05-02 08:33:40,crossing,in,bee,44,157,0,201
2026-05-02 08:34:01,crossing,out,bee,44,158,0,202
2026-05-02 08:34:06,crossing,out,bee,44,159,0,203
2026-05-02 08:34:08,crossing,out,bee,44,160,0,204
2026-05-02 08:34:11,crossing,out,bee,44,161,0,205
2026-05-02 08:34:11,crossing,in,bee,45,161,0,206
2026-05-02 08:34:18,crossing,out,bee,45,162,0,207
2026-05-02 08:34:26,crossing,out,bee,45,163,0,208
2026-05-02 08:34:34,crossing,in,bee,46,163,0,209
2026-05-02 08:34:34,crossing,out,bee,46,164,0,210
2026-05-02 08:34:36,crossing,out,bee,46,165,0,211
2026-05-02 08:34:36,crossing,out,bee,46,166,0,212
2026-05-02 08:34:39,crossing,in,bee,47,166,0,213
2026-05-02 08:34:48,crossing,in,bee,48,166,0,214
2026-05-02 08:34:59,crossing,out,bee,48,167,0,215
2026-05-02 08:35:00,crossing,out,bee,48,168,0,216
2026-05-02 08:35:05,crossing,in,bee,49,168,0,217
2026-05-02 08:35:12,crossing,out,bee,49,169,0,218
2026-05-02 08:35:19,crossing,out,bee,49,170,0,219
2026-05-02 08:35:23,crossing,out,bee,49,171,0,220
2026-05-02 08:35:36,crossing,out,bee,49,172,0,221
2026-05-02 08:35:37,crossing,out,bee,49,173,0,222
2026-05-02 08:35:44,crossing,out,bee,49,174,0,223
2026-05-02 08:35:45,crossing,out,bee,49,175,0,224
2026-05-02 08:35:48,crossing,out,bee,49,176,0,225
2026-05-02 08:35:54,crossing,out,bee,49,177,0,226
2026-05-02 08:35:54,crossing,out,bee,49,178,0,227
2026-05-02 08:36:01,crossing,out,bee,49,179,0,228
2026-05-02 08:36:08,crossing,out,bee,49,180,0,229
2026-05-02 08:36:11,crossing,out,bee,49,181,0,230
2026-05-02 08:36:15,crossing,in,bee,50,181,0,231
2026-05-02 08:36:17,crossing,out,bee,50,182,0,232
2026-05-02 08:36:18,crossing,out,bee,50,183,0,233
2026-05-02 08:36:38,crossing,out,bee,50,184,0,234
2026-05-02 08:36:39,crossing,out,bee,50,185,0,235
2026-05-02 08:36:47,crossing,out,bee,50,186,0,236
2026-05-02 08:36:48,crossing,in,bee,51,186,0,237
2026-05-02 08:36:49,crossing,out,bee,51,187,0,238
2026-05-02 08:36:50,crossing,in,bee,52,187,0,239
2026-05-02 08:36:52,crossing,in,bee,53,187,0,240
2026-05-02 08:36:52,crossing,out,bee,53,188,0,241
2026-05-02 08:36:52,crossing,in,bee,54,188,0,242
2026-05-02 08:36:53,crossing,in,bee,55,188,0,243
2026-05-02 08:36:55,crossing,out,bee,55,189,0,244
2026-05-02 08:36:56,crossing,out,bee,55,190,0,245
2026-05-02 08:36:58,crossing,in,bee,56,190,0,246
2026-05-02 08:36:59,crossing,in,bee,57,190,0,247
2026-05-02 08:37:10,crossing,out,bee,57,191,0,248
2026-05-02 08:37:18,crossing,out,bee,57,192,0,249
2026-05-02 08:37:19,crossing,in,bee,58,192,0,250
2026-05-02 08:37:26,crossing,in,bee,59,192,0,251
2026-05-02 08:37:26,crossing,out,bee,59,193,0,252
2026-05-02 08:37:27,crossing,out,bee,59,194,0,253
2026-05-02 08:37:29,crossing,out,bee,59,195,0,254
2026-05-02 08:37:29,crossing,out,bee,59,196,0,255
2026-05-02 08:37:32,crossing,out,bee,59,197,0,256
2026-05-02 08:37:39,crossing,in,bee,60,197,0,257
2026-05-02 08:37:40,crossing,out,bee,60,198,0,258
2026-05-02 08:37:45,crossing,out,bee,60,199,0,259
2026-05-02 08:37:46,crossing,out,bee,60,200,0,260
2026-05-02 08:37:52,crossing,out,bee,60,201,0,261
2026-05-02 08:37:56,crossing,out,bee,60,202,0,262
2026-05-02 08:38:18,crossing,out,bee,60,203,0,263
2026-05-02 08:38:22,crossing,out,bee,60,204,0,264
2026-05-02 08:38:26,crossing,out,bee,60,205,0,265
2026-05-02 08:38:36,crossing,out,bee,60,206,0,266
2026-05-02 08:38:36,crossing,out,bee,60,207,0,267
2026-05-02 08:38:40,crossing,in,bee,61,207,0,268
2026-05-02 08:38:51,crossing,in,bee,62,207,0,269
2026-05-02 08:38:51,crossing,out,bee,62,208,0,270
2026-05-02 08:38:54,crossing,out,bee,62,209,0,271
2026-05-02 08:39:01,crossing,out,bee,62,210,0,272
2026-05-02 08:39:02,crossing,out,bee,62,211,0,273
2026-05-02 08:39:07,crossing,out,bee,62,212,0,274
2026-05-02 08:39:10,crossing,out,bee,62,213,0,275
2026-05-02 08:39:14,crossing,out,bee,62,214,0,276
2026-05-02 08:39:16,crossing,out,bee,62,215,0,277
2026-05-02 08:39:20,crossing,out,bee,62,216,0,278
2026-05-02 08:39:22,crossing,out,bee,62,217,0,279
2026-05-02 08:39:29,crossing,in,bee,63,217,0,280
2026-05-02 08:39:29,crossing,in,bee,64,217,0,281
2026-05-02 08:39:33,crossing,in,bee,65,217,0,282
2026-05-02 08:39:35,crossing,out,bee,65,218,0,283
2026-05-02 08:39:37,crossing,out,bee,65,219,0,284
2026-05-02 08:39:38,crossing,out,bee,65,220,0,285
2026-05-02 08:39:41,crossing,out,bee,65,221,0,286
2026-05-02 08:39:42,crossing,out,bee,65,222,0,287
2026-05-02 08:39:46,crossing,out,bee,65,223,0,288
2026-05-02 08:39:52,crossing,out,bee,65,224,0,289
2026-05-02 08:39:58,crossing,out,bee,65,225,0,290
2026-05-02 08:40:00,crossing,out,bee,65,226,0,291
2026-05-02 08:40:02,crossing,out,bee,65,227,0,292
2026-05-02 08:40:10,crossing,out,bee,65,228,0,293
2026-05-02 08:40:22,crossing,out,bee,65,229,0,294
2026-05-02 08:40:29,crossing,out,bee,65,230,0,295
2026-05-02 08:40:33,crossing,out,bee,65,231,0,296
2026-05-02 08:40:37,crossing,out,bee,65,232,0,297
2026-05-02 08:40:38,crossing,out,bee,65,233,0,298
2026-05-02 08:40:40,crossing,out,bee,65,234,0,299
2026-05-02 08:40:40,crossing,out,bee,65,235,0,300
2026-05-02 08:40:48,crossing,out,bee,65,236,0,301
2026-05-02 08:40:55,crossing,out,bee,65,237,0,302
2026-05-02 08:40:58,crossing,out,bee,65,238,0,303
2026-05-02 08:40:59,crossing,out,bee,65,239,0,304
2026-05-02 08:41:08,crossing,out,bee,65,240,0,305
2026-05-02 08:41:24,crossing,out,bee,65,241,0,306
2026-05-02 08:41:25,crossing,out,bee,65,242,0,307
2026-05-02 08:41:25,crossing,out,bee,65,243,0,308
2026-05-02 08:41:34,crossing,out,bee,65,244,0,309
2026-05-02 08:41:34,crossing,out,bee,65,245,0,310
2026-05-02 08:41:41,crossing,out,bee,65,246,0,311
2026-05-02 08:41:46,crossing,out,bee,65,247,0,312
2026-05-02 08:42:01,crossing,in,bee,66,247,0,313
2026-05-02 08:42:02,crossing,out,bee,66,248,0,314
2026-05-02 08:42:04,crossing,in,bee,67,248,0,315
2026-05-02 08:42:04,crossing,out,bee,67,249,0,316
2026-05-02 08:42:09,crossing,out,bee,67,250,0,317
2026-05-02 08:42:11,crossing,out,bee,67,251,0,318
2026-05-02 08:42:16,crossing,out,bee,67,252,0,319
2026-05-02 08:42:18,crossing,out,bee,67,253,0,320
2026-05-02 08:42:19,crossing,out,bee,67,254,0,321
2026-05-02 08:42:20,crossing,out,bee,67,255,0,322
2026-05-02 08:42:21,crossing,out,bee,67,256,0,323
2026-05-02 08:42:24,crossing,out,bee,67,257,0,324
2026-05-02 08:42:24,crossing,out,bee,67,258,0,325
2026-05-02 08:42:29,crossing,out,bee,67,259,0,326
2026-05-02 08:42:40,crossing,out,bee,67,260,0,327
2026-05-02 08:42:45,crossing,out,bee,67,261,0,328
2026-05-02 08:42:46,crossing,out,bee,67,262,0,329
2026-05-02 08:42:48,crossing,out,bee,67,263,0,330
2026-05-02 08:42:49,crossing,out,bee,67,264,0,331
2026-05-02 08:42:49,crossing,out,bee,67,265,0,332
2026-05-02 08:42:49,crossing,out,bee,67,266,0,333
2026-05-02 08:42:53,crossing,out,bee,67,267,0,334
2026-05-02 08:42:56,crossing,out,bee,67,268,0,335
2026-05-02 08:42:58,crossing,out,bee,67,269,0,336
2026-05-02 08:43:04,crossing,out,bee,67,270,0,337
2026-05-02 08:43:08,crossing,out,bee,67,271,0,338
2026-05-02 08:43:30,crossing,out,bee,67,272,0,339
2026-05-02 08:43:30,crossing,out,bee,67,273,0,340
2026-05-02 08:43:34,crossing,in,bee,68,273,0,341
2026-05-02 08:43:47,crossing,out,bee,68,274,0,342
2026-05-02 08:43:50,crossing,out,bee,68,275,0,343
2026-05-02 08:43:51,crossing,out,bee,68,276,0,344
2026-05-02 08:43:53,crossing,out,bee,68,277,0,345
2026-05-02 08:43:57,crossing,out,bee,68,278,0,346
2026-05-02 08:44:00,crossing,in,bee,69,278,0,347
2026-05-02 08:44:02,crossing,out,bee,69,279,0,348
2026-05-02 08:44:04,crossing,out,bee,69,280,0,349
2026-05-02 08:44:07,crossing,out,bee,69,281,0,350
2026-05-02 08:44:07,crossing,out,bee,69,282,0,351
2026-05-02 08:44:07,crossing,out,bee,69,283,0,352
2026-05-02 08:44:08,crossing,out,bee,69,284,0,353
2026-05-02 08:44:09,crossing,out,bee,69,285,0,354
2026-05-02 08:44:14,crossing,out,bee,69,286,0,355
2026-05-02 08:44:16,crossing,out,bee,69,287,0,356
2026-05-02 08:44:20,crossing,out,bee,69,288,0,357
2026-05-02 08:44:26,crossing,out,bee,69,289,0,358
2026-05-02 08:44:29,crossing,out,bee,69,290,0,359
2026-05-02 08:44:49,crossing,out,bee,69,291,0,360
2026-05-02 08:44:51,crossing,in,bee,70,291,0,361
2026-05-02 08:45:02,crossing,out,bee,70,292,0,362
2026-05-02 08:45:04,crossing,out,bee,70,293,0,363
2026-05-02 08:45:07,crossing,out,bee,70,294,0,364
2026-05-02 08:45:10,crossing,in,bee,71,294,0,365
2026-05-02 08:45:12,crossing,out,bee,71,295,0,366
2026-05-02 08:45:15,crossing,out,bee,71,296,0,367
2026-05-02 08:45:24,crossing,in,bee,72,296,0,368
2026-05-02 08:45:34,crossing,out,bee,72,297,0,369
2026-05-02 08:45:37,crossing,out,bee,72,298,0,370
2026-05-02 08:45:44,crossing,out,bee,72,299,0,371
2026-05-02 08:45:44,crossing,out,bee,72,300,0,372
2026-05-02 08:45:54,crossing,out,bee,72,301,0,373
2026-05-02 08:45:55,crossing,out,bee,72,302,0,374
2026-05-02 08:46:00,crossing,out,bee,72,303,0,375
2026-05-02 08:46:01,crossing,in,bee,73,303,0,376
2026-05-02 08:46:05,crossing,in,bee,74,303,0,377
2026-05-02 08:46:13,crossing,out,bee,74,304,0,378
2026-05-02 08:46:13,crossing,out,bee,74,305,0,379
2026-05-02 08:46:21,crossing,in,bee,75,305,0,380
2026-05-02 08:46:27,crossing,out,bee,75,306,0,381
2026-05-02 08:46:27,crossing,in,bee,76,306,0,382
2026-05-02 08:46:29,crossing,out,bee,76,307,0,383
2026-05-02 08:46:34,crossing,in,bee,77,307,0,384
2026-05-02 08:46:36,crossing,out,bee,77,308,0,385
2026-05-02 08:46:37,crossing,out,bee,77,309,0,386
2026-05-02 08:46:38,crossing,out,bee,77,310,0,387
2026-05-02 08:46:40,crossing,out,bee,77,311,0,388
2026-05-02 08:46:41,crossing,out,bee,77,312,0,389
2026-05-02 08:46:44,crossing,out,bee,77,313,0,390
2026-05-02 08:46:45,crossing,out,bee,77,314,0,391
2026-05-02 08:46:51,crossing,out,bee,77,315,0,392
2026-05-02 08:46:53,crossing,out,bee,77,316,0,393
2026-05-02 08:47:03,crossing,out,bee,77,317,0,394
2026-05-02 08:47:15,crossing,out,bee,77,318,0,395
2026-05-02 08:47:15,crossing,out,bee,77,319,0,396
2026-05-02 08:47:15,crossing,out,bee,77,320,0,397
2026-05-02 08:47:27,crossing,in,bee,78,320,0,398
2026-05-02 08:47:31,crossing,in,bee,79,320,0,399
2026-05-02 08:47:35,crossing,out,bee,79,321,0,400
2026-05-02 08:47:38,crossing,in,bee,80,321,0,401
2026-05-02 08:47:42,crossing,in,bee,81,321,0,402
2026-05-02 08:47:46,crossing,out,bee,81,322,0,403
2026-05-02 08:47:47,crossing,out,bee,81,323,0,404
2026-05-02 08:47:49,crossing,out,bee,81,324,0,405
2026-05-02 08:47:51,crossing,out,bee,81,325,0,406
2026-05-02 08:47:52,crossing,out,bee,81,326,0,407
2026-05-02 08:47:59,crossing,out,bee,81,327,0,408
2026-05-02 08:48:09,crossing,out,bee,81,328,0,409
2026-05-02 08:48:11,crossing,out,bee,81,329,0,410
2026-05-02 08:48:15,crossing,out,bee,81,330,0,411
2026-05-02 08:48:18,crossing,in,bee,82,330,0,412
2026-05-02 08:48:21,crossing,out,bee,82,331,0,413
2026-05-02 08:48:25,crossing,in,bee,83,331,0,414
2026-05-02 08:48:28,crossing,out,bee,83,332,0,415
2026-05-02 08:48:28,crossing,out,bee,83,333,0,416
2026-05-02 08:48:37,crossing,out,bee,83,334,0,417
2026-05-02 08:48:45,crossing,out,bee,83,335,0,418
2026-05-02 08:48:51,crossing,out,bee,83,336,0,419
2026-05-02 08:48:57,crossing,out,bee,83,337,0,420
2026-05-02 08:49:05,crossing,out,bee,83,338,0,421
2026-05-02 08:49:05,crossing,out,bee,83,339,0,422
2026-05-02 08:49:18,crossing,out,bee,83,340,0,423
2026-05-02 08:49:18,crossing,out,bee,83,341,0,424
2026-05-02 08:49:18,crossing,out,bee,83,342,0,425
2026-05-02 08:49:25,crossing,out,bee,83,343,0,426
2026-05-02 08:49:29,crossing,in,bee,84,343,0,427
2026-05-02 08:49:30,crossing,out,bee,84,344,0,428
2026-05-02 08:49:31,crossing,out,bee,84,345,0,429
2026-05-02 08:49:31,crossing,out,bee,84,346,0,430
2026-05-02 08:49:32,crossing,out,bee,84,347,0,431
2026-05-02 08:49:33,crossing,out,bee,84,348,0,432
2026-05-02 08:49:36,crossing,out,bee,84,349,0,433
2026-05-02 08:49:48,crossing,in,bee,85,349,0,434
2026-05-02 08:49:48,crossing,in,bee_pollen,86,349,1,435
2026-05-02 08:49:48,crossing,out,bee,86,350,1,436
2026-05-02 08:49:55,crossing,out,bee,86,351,1,437
2026-05-02 08:49:59,crossing,in,bee,87,351,1,438
2026-05-02 08:50:16,crossing,out,bee,87,352,1,439
2026-05-02 08:50:16,crossing,out,bee,87,353,1,440
2026-05-02 08:50:17,crossing,out,bee,87,354,1,441
2026-05-02 08:50:21,crossing,out,bee,87,355,1,442
2026-05-02 08:50:25,crossing,out,bee,87,356,1,443
2026-05-02 08:50:32,crossing,out,bee,87,357,1,444
2026-05-02 08:50:34,crossing,out,bee,87,358,1,445
2026-05-02 08:50:40,crossing,out,bee,87,359,1,446
2026-05-02 08:50:41,crossing,in,bee,88,359,1,447
2026-05-02 08:50:43,crossing,out,bee,88,360,1,448
2026-05-02 08:50:44,crossing,in,bee,89,360,1,449
2026-05-02 08:50:53,crossing,out,bee,89,361,1,450
2026-05-02 08:50:58,crossing,out,bee,89,362,1,451
2026-05-02 08:51:01,crossing,out,bee,89,363,1,452
2026-05-02 08:51:01,crossing,out,bee,89,364,1,453
2026-05-02 08:51:02,crossing,in,bee,90,364,1,454
2026-05-02 08:51:02,crossing,out,bee,90,365,1,455
2026-05-02 08:51:03,crossing,out,bee,90,366,1,456
2026-05-02 08:51:04,crossing,in,bee,91,366,1,457
2026-05-02 08:51:09,crossing,out,bee,91,367,1,458
2026-05-02 08:51:09,crossing,out,bee,91,368,1,459
2026-05-02 08:51:12,crossing,out,bee,91,369,1,460
2026-05-02 08:51:16,crossing,out,bee,91,370,1,461
2026-05-02 08:51:18,crossing,out,bee,91,371,1,462
2026-05-02 08:51:19,crossing,out,bee,91,372,1,463
2026-05-02 08:51:19,crossing,out,bee,91,373,1,464
2026-05-02 08:51:29,crossing,in,bee,92,373,1,465
